0.495,0.517,0.512,0.508,0.512,0.485,0.502,0.493,0.505,0.486,0.489,0.493,0.489,0.492,0.496,0.523,0.497,0.502,0.539,0.517,0.492,0.503,0.495,0.499,0.528,0.508,0.517,0.506,0.474,0.512,0.487,0.493,0.494,0.486,0.498,0.531,0.498,0.506,0.48,0.498,0.477,0.474,0.502,0.544,0.528,0.484,0.507,0.519,0.521,0.512,0.469,0.504,0.514,0.496,0.52,0.493,0.488,0.501,0.5,0.517,0.479,0.519,0.504,0.521
0.483,0.509,0.491,0.495,0.485,0.484,0.505,0.497,0.496,0.498,0.516,0.491,0.491,0.5,0.507,0.496,0.494,0.51,0.516,0.508,0.493,0.514,0.518,0.501,0.461,0.509,0.495,0.483,0.506,0.497,0.514,0.494,0.476,0.512,0.509,0.488,0.531,0.506,0.496,0.516,0.545,0.478,0.506,0.486,0.489,0.465,0.516,0.467,0.513,0.494,0.479,0.504,0.512,0.515,0.485,0.523,0.496,0.509,0.451,0.498,0.516,0.52,0.476,0.481
0.495,0.519,0.496,0.501,0.506,0.483,0.495,0.533,0.477,0.512,0.467,0.503,0.495,0.476,0.514,0.483,0.493,0.498,0.49,0.504,0.498,0.489,0.505,0.517,0.538,0.499,0.506,0.528,0.517,0.512,0.486,0.491,0.506,0.519,0.498,0.501,0.504,0.497,0.519,0.504,0.519,0.493,0.491,0.514,0.504,0.502,0.487,0.495,0.51,0.463,0.526,0.495,0.537,0.499,0.499,0.52,0.503,0.49,0.535,0.493,0.498,0.502,0.47,0.489
0.496,0.512,0.501,0.494,0.463,0.499,0.49,0.512,0.508,0.455,0.492,0.506,0.493,0.496,0.512,0.485,0.503,0.499,0.483,0.505,0.486,0.504,0.502,0.498,0.502,0.502,0.502,0.512,0.524,0.494,0.499,0.481,0.487,0.508,0.482,0.503,0.503,0.491,0.512,0.54,0.493,0.499,0.479,0.498,0.523,0.529,0.509,0.499,0.514,0.49,0.537,0.513,0.525,0.499,0.501,0.5,0.498,0.49,0.51,0.491,0.502,0.51,0.517,0.471
0.467,0.518,0.491,0.472,0.53,0.501,0.502,0.52,0.521,0.513,0.5,0.481,0.542,0.505,0.491,0.477,0.487,0.504,0.515,0.508,0.504,0.478,0.485,0.483,0.513,0.508,0.51,0.531,0.502,0.469,0.508,0.493,0.479,0.497,0.506,0.52,0.497,0.496,0.475,0.495,0.496,0.499,0.476,0.467,0.515,0.469,0.512,0.497,0.481,0.514,0.487,0.496,0.499,0.517,0.497,0.482,0.49,0.474,0.518,0.493,0.488,0.517,0.526,0.513
0.509,0.496,0.499,0.495,0.507,0.518,0.505,0.478,0.528,0.494,0.508,0.518,0.502,0.49,0.523,0.522,0.499,0.493,0.51,0.494,0.506,0.483,0.484,0.505,0.509,0.5,0.532,0.483,0.483,0.503,0.504,0.488,0.511,0.491,0.486,0.505,0.529,0.514,0.515,0.504,0.493,0.496,0.489,0.486,0.503,0.491,0.508,0.516,0.498,0.509,0.487,0.548,0.506,0.506,0.487,0.517,0.497,0.49,0.485,0.504,0.523,0.458,0.512,0.518
0.532,0.507,0.48,0.513,0.502,0.507,0.5,0.501,0.487,0.495,0.49,0.498,0.497,0.504,0.504,0.487,0.505,0.501,0.494,0.502,0.514,0.518,0.529,0.489,0.512,0.48,0.526,0.494,0.511,0.513,0.487,0.488,0.486,0.477,0.47,0.516,0.479,0.48,0.491,0.461,0.474,0.541,0.508,0.499,0.493,0.487,0.511,0.505,0.501,0.511,0.47,0.509,0.506,0.509,0.511,0.475,0.478,0.512,0.51,0.495,0.502,0.496,0.495,0.517
0.528,0.476,0.489,0.495,0.516,0.495,0.501,0.493,0.482,0.496,0.46,0.518,0.494,0.52,0.491,0.503,0.482,0.511,0.51,0.511,0.506,0.527,0.508,0.483,0.465,0.509,0.543,0.479,0.532,0.494,0.488,0.482,0.51,0.504,0.526,0.482,0.51,0.487,0.506,0.5,0.527,0.485,0.483,0.474,0.495,0.49,0.506,0.489,0.492,0.5,0.475,0.52,0.504,0.509,0.506,0.506,0.505,0.497,0.494,0.495,0.509,0.503,0.504,0.496
0.526,0.518,0.524,0.515,0.492,0.488,0.489,0.493,0.494,0.522,0.476,0.491,0.512,0.511,0.475,0.504,0.487,0.481,0.515,0.489,0.501,0.512,0.507,0.5,0.5,0.487,0.464,0.509,0.511,0.491,0.482,0.509,0.484,0.519,0.542,0.503,0.513,0.493,0.484,0.524,0.503,0.523,0.494,0.504,0.515,0.504,0.517,0.506,0.483,0.506,0.481,0.517,0.502,0.509,0.502,0.491,0.508,0.486,0.481,0.507,0.513,0.518,0.509,0.472
0.486,0.499,0.493,0.508,0.491,0.492,0.45,0.505,0.492,0.493,0.485,0.501,0.511,0.494,0.494,0.486,0.513,0.498,0.494,0.47,0.478,0.494,0.504,0.504,0.502,0.508,0.513,0.515,0.494,0.478,0.484,0.505,0.48,0.515,0.485,0.512,0.499,0.491,0.507,0.518,0.507,0.501,0.527,0.487,0.52,0.514,0.479,0.494,0.528,0.524,0.5,0.499,0.495,0.515,0.506,0.49,0.489,0.518,0.488,0.492,0.462,0.47,0.507,0.48
